n,price,rooms,meters,address
834,5490,3.5,141,"Rosenbühlstrasse 30, 8044 Zürich"
835,3550,2.5,79,"Witikonerstrasse 486, 8053 Zürich"
836,2490,3.0,84,"Im Tiergarten 54, 8055 Zürich"
837,1433,1.0,3,"Anwandstrasse 10, 8004 Zürich"
838,4830,2.5,93,"Götzstrasse 19, 8006 Zürich"
839,2290,2.5,53,"Milchbuckstrasse 7, 8057 Zürich"
840,3090,3.5,70,"Milchbuckstrasse 7, 8057 Zürich"
841,3600,2.5,72,"Milchbuckstrasse 7, 8057 Zürich"
842,2030,2.0,47,"Milchbuckstrasse 7, 8057 Zürich"
843,2490,3.0,92,"Im Tiergarten 17, 8055 Zürich"
844,2540,3.5,100,"Im Tiergarten 17, 8055 Zürich"
845,2650,3.5,71,"Austrasse 41, 8045 Zürich"
846,3290,4.0,77,"Haldenstrasse 159, 8055 Zürich"
847,3480,2.5,81,"Frohalpstrasse 48, 8038 Zürich"
848,3090,3.0,68,"Nordstrasse 96, 8037 Zürich"
849,2430,1.5,29,"Bäckerstrasse 10, 8004 Zürich"
850,1960,1.0,2,"Bäckerstrasse 10, 8004 Zürich"
851,2730,1.5,40,"Bäckerstrasse 10, 8004 Zürich"
852,2590,2.0,0,"Eibenstrasse 21, 8045 Zürich"
853,2090,2.0,50,"Bändlistrasse 69, 8064 Zürich"
854,2950,3.0,63,"Haldenstrasse 159, 8055 Zürich"
855,2550,2.5,48,"Birmensdorferstrasse 582, 8055 Zürich"
856,1400,2.0,44,"Magnusstrasse 8, 8004 Zürich"
857,1290,1.0,0,8045 Zürich
858,6450,6.5,180,8006 Zürich
859,5994,4.5,160,"Sonneggstrasse 4, 8006 Zürich"
860,2130,3.0,0,"Wehntalerstrasse 296, 8046 Zürich"
861,3050,4.0,116,"Grossackerstrasse 37, 8041 Zürich"
862,1100,1.0,0,"Rolandstr. 17, 8004 Zürich"
863,2650,2.0,42,"Josefstrasse 22, 8005 Zürich"
864,3659,3.0,70,"Kirchgasse 33, 8001 Zürich"
865,3980,4.0,101,"Eierbrechtstrasse 42, 8053 Zürich"
866,2625,2.5,68,"Oerlikonerstrasse 55, 8057 Zürich"
867,5520,4.5,115,"Albisriederstrasse 17, 8003 Zürich"
868,9900,6.5,203,"Hofstrasse 74, 8032 Zürich"
869,2753,2.5,60,"Russenweg 6, 8008 Zürich"
870,5800,4.5,140,8050 Zürich
871,3890,3.5,90,"Albisriederstrasse 15, 8003 Zürich"
872,3950,3.5,0,"Badenerstrasse 543, 8048 Zürich"
873,3452,2.5,95,"Klosbachstrasse 54, 8032 Zürich"
874,3300,2.5,63,8008 Zürich
875,3690,3.5,96,"Wolfbachstrasse 18, 8032 Zürich"
876,2890,3.0,54,"Seestrasse 293, 8038 Zürich"
877,3000,4.5,97,"Soodstrasse 88a, 8041 Zürich"
878,2100,1.5,42,8044 Zürich
879,2662,2.5,56,"Langstrasse 231, 8005 Zürich"
880,2290,2.0,0,"Dennlerstrasse 11a, 8048 Zurich"
881,4500,4.0,110,"Schulhausstrasse, 8002 Zürich"
882,1866,2.0,0,"Letzigraben 69, 8003 Zürich"
883,2792,0.0,21,"Militärstrasse 24, 8004 Zurich"
884,3895,2.5,41,"Grimselstrasse 2, 8048 Zürich"
885,1310,1.0,6,"Langfurren, 8057 Zürich"
886,2357,2.5,60,"Buchzelgstrasse 28, 8053 Zürich"
887,1750,2.5,50,"Hurdäckerstrasse 3, 8049 Zürich"
888,3050,3.0,65,"Moränenstrasse 7, 8038 Zürich"
889,3960,4.5,100,"Limmattalstrasse 266, 8049 Zürich"
890,3990,3.5,97,"Scheideggstrasse, 8002 Zürich"
891,2121,1.0,4,"Asylstrasse 108, 8032 Zürich"
892,2500,2.5,0,"Waffenplatzstrasse 15, 8002 Zürich"
893,2150,3.0,64,8052 Zürich
894,3330,2.5,63,"Etzelweg 65, 8038 Zürich"
895,4380,2.5,88,"Götzstrasse 21, 8006 Zürich"
896,950,1.0,0,"Schwamendingenstr. 48, 8050 Zürich"
897,3390,3.5,81,"Freilagerstrasse 5, 8047 Zürich"
898,3284,3.0,74,"Aemtlerstrasse 32, 8003 Zürich"
899,2310,2.5,45,8004 Zürich
900,2200,3.5,76,"Friedrichstrasse 6, 8051 Zürich"
901,4300,3.5,135,8005 Zürich
902,2174,3.5,74,"Gagliardiweg 1, 8050 Zürich"
903,2088,3.0,76,"Friedrichstrasse 4, 8051 Zürich"
904,3099,2.0,0,"Sonnentalstrasse 13, 8000 Zurich"
905,2970,2.5,71,"Albisstrasse 62, 8038 Zürich"
906,3000,3.5,76,8004 Zürich
907,3000,3.5,76,8004 Zürich
908,3000,3.5,76,8004 Zürich
909,4268,3.5,72,8045 Zürich
910,4000,4.5,80,8004 Zürich
911,3190,3.5,65,"Rolandstrasse 3, 8004 Zürich"
912,4990,2.5,0,"Stampfenbachstrasse 146 / Beckenhofstrasse 61, 8006 Zürich"
913,3890,3.5,86,"Othmarstrasse 20, 8008 Zürich"
914,2900,2.5,82,"Wolfbachstrasse 18, 8032 Zürich"
915,0,5.5,236,8008 Zürich
916,2200,1.5,44,"Carl Spitteler-Strasse 70, 8053 Zürich"
917,3400,3.5,90,"Verena-Conzett-Strasse 21, 8004 Zürich"
918,3390,4.5,67,"Rolandstrasse 3, 8004 Zürich"
919,1870,1.0,4,"Zielweg 80, 8055 Zürich"
920,3394,3.5,88,"Kernstrasse 26, 8004 Zürich"
921,1471,1.0,0,"Zurlindenstrasse 45, 8003 Zürich"
922,1692,2.5,65,"Eichrainstrasse 12, 8052 Zürich"
923,2990,2.5,96,"Seestrasse 510, 8038 Zürich"
924,3700,3.5,93,"Anwandstrasse 8, 8004 Zürich"
925,3275,4.5,100,"Sperletweg 56, 8052 Seebach"
926,2292,2.5,55,"Ottenbergstrasse 33, 8049 Zürich"
927,2919,3.0,75,"Rotbuchstrasse 28, 8037 Zürich"
928,4160,3.5,100,"Hallwylstrasse 64, 8004 Zürich"
929,4485,4.5,96,"Welchogasse 8, 8050 Zürich"
930,3484,3.5,65,"Welchogasse 8, 8050 Zürich"
931,2020,1.5,39,"Lehenstrasse 64, 8037 Zürich"
932,1150,1.0,0,"Scheffelstrasse 11, 8037 Zürich"
933,2250,2.0,52,"Kanzleistrasse 225, 8004 Zürich"
934,2490,3.0,77,"Dörflistrasse 31, 8057 Zurigo"
935,2560,2.0,52,"Stationsstrasse 47, 8003 Zürich"
936,1490,1.0,0,8004 Zürich
937,2310,2.5,46,8004 Zürich
938,1271,1.5,30,"Holderbachweg 14, 8046 Zürich"
939,2154,3.0,76,"Birnbaumstrasse, 8050 Zürich"
940,5490,5.5,141,"Limmattalstrasse 262, 8049 Zürich"
941,1200,1.0,5,"Ackersteinstrasse 123, 8049 Zürich"
942,3100,2.5,63,"Jakob-Fügli-Strasse 2, 8048 Zürich"
943,2380,2.5,56,"Anemonenstrasse 40 E, 8047 Zürich"
944,2960,2.5,69,"Siewerdstrasse 15, 8050 Zürich"
945,3790,3.5,88,"Leutschenbachstrasse 40, 8050 Zürich"
946,1100,1.0,0,"Hofwiesenstrasse 299, 8050 Zürich"
947,2742,4.5,136,"Ferdinand-Hodler-Strasse 7, 8049 Zürich"
948,8850,5.5,180,8006 Zurich
949,2870,3.5,75,"Guetliweg 1, 8050 Zürich"
950,1350,1.5,0,"Beckenhofstrasse 15, 8006 Zürich"
951,3485,3.5,95,"am Holbrig 9, 8049 Zürich"
952,1510,1.5,32,"Fellenbergstrasse 166, Zürich, Switzerland, 8047 Zürich"
953,3367,3.5,0,"Martastrasse 137, 8003 Zürich"
954,3800,4.5,98,"Mimosenstrasse 1, 8057 Zürich"
955,3400,4.5,98,"Mühlackerstrasse 77, 8046 Zürich"
956,1395,1.0,5,"Drahtzugstrasse 21, 8008 Zürich"
957,4700,3.5,141,"Pfingstweidstrasse 98, 8005 Zürich"
958,2900,2.5,64,"Ausstellungsstrasse 110, 8005 Zürich"
959,2980,2.5,0,"Brandschenkesteig 2, 8002 Zürich"
960,6700,4.5,125,"Spyristrasse 32, 8044 Zürich"
961,4480,3.5,93,"Girhaldenstrasse 71, 8048 Zürich"
962,3080,3.0,69,"Birmensdorferstrasse 188, 8003 Zürich"
963,5210,6.0,150,"Bergstrasse 76, 8032 Zürich"
964,0,4.5,144,"Goldbrunnenstrasse, 8055 Zürich"
965,2015,2.0,40,"Ettenfeldstrasse 1, 8052 Seebach"
966,3151,2.5,69,"Jenatschstrasse 5, 8002 Zürich"
967,1670,2.0,54,"Möhrlistrasse 103, 8006 Zürich"
968,4200,4.0,99,"Waffenplatzstrasse 63, 8002 Zürich"
969,1475,1.0,8,"Militärstrasse 12, 8004 Zürich"
970,1775,1.0,5,"Stampfenbachstrasse 146 / Beckenhofstrasse 61, 8006 Zürich"
971,2203,3.0,44,"Edenstrasse 8, 8045 Zürich"
972,2660,2.5,53,"Aemtlerstrasse 188, 8003 Zürich"
973,1320,4.5,180,"Susenbergstrasse, 8044 Zürich"
974,3750,4.5,110,"Katzenschwanzstrasse 16, 8053 Zürich"
975,3500,3.5,0,"Dienerstrasse 50, 8004 Zürich"
976,4950,4.5,60,8004 Zürich
977,1850,1.0,6,"Hölderlinstrasse 10, 8032 Zürich"
978,3550,3.5,84,"Hardplatz 7, 8004 Zürich"
979,2570,1.0,8,"Lavaterstrasse, 8002 Zürich"
980,2936,3.0,52,8008 Zürich
981,3750,3.0,76,"Predigerplatz 18, 8001 Zürich"
982,2320,2.0,49,"Scheffelstrasse 3, 8037 Zürich"
983,1710,2.0,0,"Zelgwiesenstrasse 15, 8046 Zürich"
984,1500,1.0,0,"Rümlangstrasse, 52, 8052 Zürich"
985,2395,2.5,63,"Zürichbergstrasse, 8044 Zürich"
986,1885,1.5,23,"Grimselstrasse 2, 8048 Zürich"
987,2990,1.5,35,"Grimselstrasse 2, 8048 Zürich"
988,2595,2.0,50,"Grimselstrasse 2, 8048 Zürich"
989,2175,1.0,8,"Grimselstrasse 2, 8048 Zürich"
990,2395,2.5,42,"Mutschellenstrasse 85, 8038 Zürich"
991,1690,1.0,0,"Kürbergstrasse, 8049 Zürich"
992,2900,2.0,40,"Universitätsstrasse 69, 8006 Zürich"
993,1996,0.0,40,"Welchogasse 8, 8050 Zürich"
994,2590,2.0,55,"Ottenweg 2, 8008 Zürich"
995,2075,2.0,38,"Zurlindenstrasse 45, 8003 Zürich"
996,3150,3.5,0,"Riedenhaldenstrasse 33, 8046 Zürich"
997,2990,3.0,0,"Niederdorfstrasse 67, 8001 Zürich"
998,1141,1.0,6,"Staubstrasse, 8038 Zürich"
999,2767,3.0,60,"Kirchgasse, 8001 Zürich"
