n,price,rooms,meters,address
952,1350,1.5,0,"Beckenhofstrasse 15, 8006 Zürich"
953,3485,3.5,95,"am Holbrig 9, 8049 Zürich"
954,1510,1.5,32,"Fellenbergstrasse 166, 8047 Zürich"
955,3367,3.5,0,"Martastrasse 137, 8003 Zürich"
956,3800,4.5,98,"Mimosenstrasse 1, 8057 Zürich"
957,3400,4.5,98,"Mühlackerstrasse 77, 8046 Zürich"
958,1395,1.0,25,"Drahtzugstrasse 21, 8008 Zürich"
959,4700,3.5,141,"Pfingstweidstrasse 98, 8005 Zürich"
960,2900,2.5,64,"Ausstellungsstrasse 110, 8005 Zürich"
961,2980,2.5,0,"Brandschenkesteig 2, 8002 Zürich"
962,6700,4.5,125,"Spyristrasse 32, 8044 Zürich"
963,4480,3.5,93,"Girhaldenstrasse 71, 8048 Zürich"
964,3080,3.0,69,"Birmensdorferstrasse 188, 8003 Zürich"
965,5210,6.0,150,"Bergstrasse 76, 8032 Zürich"
966,0,4.5,144,"Goldbrunnenstrasse, 8055 Zürich"
967,2015,2.0,40,"Ettenfeldstrasse 1, 8052 Seebach"
968,3151,2.5,69,"Jenatschstrasse 5, 8002 Zürich"
969,1670,2.0,54,"Möhrlistrasse 103, 8006 Zürich"
970,4200,4.0,99,"Waffenplatzstrasse 63, 8002 Zürich"
971,1475,1.0,18,"Militärstrasse 12, 8004 Zürich"
972,1775,1.0,25,"Stampfenbachstrasse 146, 8006 Zürich"
973,2203,3.0,44,"Edenstrasse 8, 8045 Zürich"
974,2660,2.5,53,"Aemtlerstrasse 188, 8003 Zürich"
975,13200,4.5,180,"Susenbergstrasse, 8044 Zürich"
976,3750,4.5,110,"Katzenschwanzstrasse 16, 8053 Zürich"
977,3500,3.5,0,"Dienerstrasse 50, 8004 Zürich"
978,4950,4.5,60,8004 Zürich
979,1850,1.0,26,"Hölderlinstrasse 10, 8032 Zürich"
980,3550,3.5,84,"Hardplatz 7, 8004 Zürich"
981,2570,1.0,38,"Lavaterstrasse, 8002 Zürich"
982,2936,3.0,52,8008 Zürich
983,3750,3.0,76,"Predigerplatz 18, 8001 Zürich"
984,2320,2.0,49,"Scheffelstrasse 3, 8037 Zürich"
986,1500,1.0,100,"Rümlangstrasse, 52, 8052 Zürich"
987,2395,2.5,63,"Zürichbergstrasse, 8044 Zürich"
988,1885,1.5,23,"Grimselstrasse 2, 8048 Zürich"
989,2990,1.5,35,"Grimselstrasse 2, 8048 Zürich"
990,2595,2.0,50,"Grimselstrasse 2, 8048 Zürich"
991,2175,1.0,28,"Grimselstrasse 2, 8048 Zürich"
992,2395,2.5,42,"Mutschellenstrasse 85, 8038 Zürich"
993,1690,1.0,40,"Kürbergstrasse, 8049 Zürich"
994,2900,2.0,40,"Universitätstrasse 69, 8006 Zürich"
995,1996,0.0,40,"Welchogasse 8, 8050 Zürich"
996,2590,2.0,55,"Ottenweg 2, 8008 Zürich"
997,2075,2.0,38,"Zurlindenstrasse 45, 8003 Zürich"
998,3150,3.5,0,"Riedenhaldenstrasse 33, 8046 Zürich"
999,2990,3.0,0,"Niederdorfstrasse 67, 8001 Zürich"
